#
#
imagen;https://www.worten.es//i/f7a0b3b96b0f8e6a7cc266ffe47a924430dc644c.jpg
nombre;Smartphone REALME X2 Pro (6.5'' - 8 GB - 128 GB - Azul)
precio;418,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 855+
Núcleos;Octa-Core
Velocidad del procesador;2.96 GHz
Tarjetas;SIM1 + SIM2
Radio;Sí
Diagonal de la pantalla;6.5
Tecnología de la pantalla;Super Amoled
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;64+13+8+2MP
Resolución de la cámara frontal;16 MP
Flash integrado;Sí
Grabación de vídeo;4K @60fps
Sensores;Giroscopio | Acelerómetro | Sensor de distancia | Sensor de luz ambiente
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7061711
EAN;6941399000209
Marca;REALME
Modelo;X2 Pro
Garantía;2 años
Color;Azul neptuno
Peso;199 g
Altura;16.1
Ancho;7.6
Profundidad;0.87
RAM;8 GB
Memoria interna;128 GB
Memoria externa;No
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;cable Type-C | Cargador Flash charge
Más información;ColorOS 6.1
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-realme-x2-pro-6-5-8-gb-128-gb-azul-7061711
#
imagen;https://www.worten.es//i/96ec08efd34cdd91c5f71704faef3da07bc38efc.jpg
nombre;Smartphone REALME 5 Pro (6.3'' - 8 GB - 128 GB - Azul)
precio;249,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 712 AIE
Núcleos;Octa-Core
Velocidad del procesador;2.3 GHz
Tarjetas;SIM1 + SIM2 + SD
Radio;Sí
Diagonal de la pantalla;6.3
Tecnología de la pantalla;LCD
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;48+8+2+2MP
Resolución de la cámara frontal;16 MP
Flash integrado;Sí
Grabación de vídeo;4K a 30 fps
Sensores;Sensor de luz | Sensor de proximidad | Sensor de inducción magnética | Giroscopio | Acelerómetro
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7061707
EAN;6971914087231
Marca;REALME
Modelo;5 Pro
Garantía;2 años
Color;Azul brillante
Peso;184 g
Altura;15.7
Ancho;7.4
Profundidad;0.82
RAM;8 GB
Memoria interna;128 GB
Memoria externa;Hasta 256GB
Potencia de la batería;4035 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador | Cable USB-C
Más información;ColorOS 6
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-realme-5-pro-6-3-8-gb-128-gb-azul-7061707
#
imagen;https://www.worten.es//i/35520241dca3895c681303b8de1653c6d1aa1b8a.jpg
nombre;Smartphone BLACK SHARK 2 Pro (6.39'' - 12 GB - 256 GB - Azul)
precio;649,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 855+
Núcleos;Octa-Core
Velocidad del procesador;2.96 GHz
Radio;No
Diagonal de la pantalla;6.39
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;48 + 12MP
Resolución de la cámara frontal;20 MP
Flash integrado;Sí
Grabación de vídeo;4K @60fps
Sensores;Giroscopio | Acelerómetro | Sensor de distancia | Brújula electrónica | Sensor de luz ambiente
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7056707
EAN;6971409202323
Marca;BLACK SHARK
Modelo;Black Shark 2 Pro
Garantía;2 años
Color;Gulf Blue
Peso;205 g
Altura;16.4
Ancho;7.5
Profundidad;0.88
RAM;12 GB
Memoria interna;256 GB
Memoria externa;No
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Adaptador carga rápida, cable USB-C
Más información;Refrigeración líquida 3.0+
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-black-shark-2-pro-6-39-12-gb-256-gb-azul-7056707
#
imagen;https://www.worten.es//i/c04ff81d0e89645c435194574ca7c5c12a571353.jpg
nombre;Smartphone OPPO A5 2020 (6.5'' - 3 GB - 64 - Negro)
precio;199,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 665
Núcleos;Octa-Core
Velocidad del procesador;2.0 GHz
Tarjetas;SIM1 + SIM2 + SD
Radio;Sí
Diagonal de la pantalla;6.5
Tecnología de la pantalla;IPS
Resolución de la pantalla;HD 720p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;12 + 8 + 2 +2MP
Resolución de la cámara frontal;8 MP
Flash integrado;Sí
Grabación de vídeo;4K@30fps
Sensores;Giroscopio | Acelerómetro | Sensor de distancia | Brújula electrónica | Sensor de luz ambiente | Geomagnético
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7056643
EAN;6944284651173
Marca;OPPO
Modelo;A5 2020
Garantía;2 años
Color;Mirror negro
Peso;195 g
Altura;16.4
Ancho;7.6
Profundidad;0.91
RAM;3 GB
Memoria interna;64 GB
Memoria externa;256GB
Potencia de la batería;5000 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador | Cable USB-C
Más información;ColorOS 6
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-oppo-a5-2020-6-5-3-gb-64-negro-7056643
#
imagen;https://www.worten.es//i/f62fe4e55996e7a04c008d4afb6ebafeb28b5aff.jpg
nombre;Smartphone BLACK SHARK 2 (6.39'' - 8 GB - 128 GB - Negro)
precio;439,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 855
Núcleos;Octa-Core
Velocidad del procesador;2.84 GHz
Radio;No
Diagonal de la pantalla;6.39
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;48 + 12MP
Resolución de la cámara frontal;20 MP
Flash integrado;Sí
Grabación de vídeo;2160p@30fps
Sensores;Giroscopio | Geomagnético | Acelerómetro | Sensor de distancia |  Sensor de luz ambiente
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7056690
EAN;6971409201012
Marca;BLACK SHARK
Modelo;Black Shark 2
Garantía;2 años
Color;Shadow Black
Peso;205 g
Altura;16.4
Ancho;7.5
Profundidad;0.88
RAM;8 GB
Memoria interna;128 GB
Memoria externa;No
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador | Cable USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-black-shark-2-6-39-8-gb-128-gb-negro-7056690
#
imagen;https://www.worten.es//i/a68efb5d4fdbc588b29822ca9f45bfa0ec63b29d.jpg
nombre;Smartphone HUAWEI Nova 5T (6.26'' - 6 GB - 128 GB - Azul)
precio;309,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 980
Núcleos;Octa-Core
Velocidad del procesador;2x2.6+2x1.92+4x1.8GHz
Tarjetas;SIM1 + SIM2
Radio;Sí
Diagonal de la pantalla;6.26
Tecnología de la pantalla;LCD
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;48 + 16 + 2 + 2
Resolución de la cámara frontal;32 MP
Flash integrado;Sí
Grabación de vídeo;2160p@30fps
Sensores;Infrarrojos | NFC | Giroscopio | Brújula electrónica | Sensor de Luz Ambiente | Sensor de distancia | Sensor Hall
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7037783
EAN;6901443329816
Marca;HUAWEI
Modelo;Nova 5T
Garantía;2 años
Color;Azul
Peso;174 g
Altura;15.4
Ancho;7.4
Profundidad;0.79
RAM;6 GB
Memoria interna;128 GB
Memoria externa;No
Potencia de la batería;3750 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-huawei-nova-5t-6-26-6-gb-128-gb-azul-7037783
#
imagen;https://www.worten.es//i/cdcfbdf8c07c300e97d1e49a589875aca1d6725e.jpg
nombre;Smartphone LG K30 (5.45'' - 2 GB - 16 GB - Negro)
precio;99,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;MSM8917
Núcleos;Quad-Core
Velocidad del procesador;1.4 GHz
Tarjetas;SIM1 + SIM2 + SD
Radio;No
Diagonal de la pantalla;5.45
Tecnología de la pantalla;LCD
Resolución de la pantalla;HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;1
Número de cámaras frontales;1
Resolución de la cámara trasera;8 MP
Resolución de la cámara frontal;5 MP
Flash integrado;Sí
Grabación de vídeo;Full HD (1920x1080) @30fps
Sensores;NFC
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7015302
EAN;8806087040258
Marca;LG
Modelo;K30
Garantía;2 años
Color;Negro
Peso;147 g
Altura;14.7
Ancho;7.2
Profundidad;0.82
RAM;2 GB
Memoria interna;16 GB
Memoria externa;hasta 32GB
Potencia de la batería;3000 mAh
Entrada del cargador;MicroUSB
Más información;Certi¿cación militar de resistencia (MIL-STD 810 G) | Ecosistema LG ThinQ - Electrodomésticos conectados | AI Vision: Google Lens AI Voice: Google Assistant / Botón Google Assistant
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-lg-k30-5-45-2-gb-16-gb-negro-7015302
#
imagen;https://www.worten.es//i/58afa9c83b82db3c14e96b40308782079befaddd.jpg
nombre;iPhone 11 Pro APPLE (5.8'' - 256 GB - Dorado)
precio;1329,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;5.8
Tecnología de la pantalla;Super Retina XDR
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;12+ 12+12MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, sensor de luz ambiental, sensor de proximidad, giroscopio, brújula digital, barómetro
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7016644
EAN;0190199390690
Marca;APPLE
Modelo;iPhone 11 Pro
Garantía;2 años
Color;Dorado
Peso;188 g
Altura;14.4
Ancho;7.1
Profundidad;0.81
RAM;6 GB
Memoria interna;256 GB
Memoria externa;Cloud
Potencia de la batería;3190 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Transformador eléctrico, cable Lightning, Apple EarPods con conector Lightning
Más información;IP68 - hasta 2m por 30min
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-pro-apple-5-8-256-gb-dorado-7016644
#
imagen;https://www.worten.es//i/b2880fb00e92a06efe824f047684b4d790906ca0.jpg
nombre;iPhone 11 Pro Max APPLE (6.5'' - 256 GB - Dorado)
precio;1429,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;6.5
Tecnología de la pantalla;Super Retina XDR
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;12+ 12+12MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, sensor de luz ambiental, sensor de proximidad, giroscopio, brújula digital, barómetro
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7016656
EAN;0190199383371
Marca;APPLE
Modelo;iPhone 11 Pro Max
Garantía;2 años
Color;Dorado
Peso;226 g
Altura;15.8
Ancho;7.8
Profundidad;0.81
RAM;6 GB
Memoria interna;256 GB
Memoria externa;Cloud
Potencia de la batería;3500 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Transformador eléctrico, cable Lightning, Apple EarPods con conector Lightning
Más información;IP68 - hasta 2m por 30min
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-pro-max-apple-6-5-256-gb-dorado-7016656
#
imagen;https://www.worten.es//i/e304d6d4b6666f1d3f73cf093a27bf993e6ca0bb.jpg
nombre;iPhone 11 Pro Max APPLE (6.5'' - 256 GB - Gris espacial)
precio;1429,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;6.5
Tecnología de la pantalla;Super Retina XDR
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;12+ 12+12MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, sensor de luz ambiental, sensor de proximidad, giroscopio, brújula digital, barómetro
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7016654
EAN;0190199382633
Marca;APPLE
Modelo;iPhone 11 Pro Max
Garantía;2 años
Color;Gris espacial
Peso;226 g
Altura;15.8
Ancho;7.8
Profundidad;0.81
RAM;6 GB
Memoria interna;256 GB
Memoria externa;Cloud
Potencia de la batería;3500 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Transformador eléctrico, cable Lightning, Apple EarPods con conector Lightning
Más información;IP68 - hasta 2m por 30min
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-pro-max-apple-6-5-256-gb-gris-espacial-7016654
#
imagen;https://www.worten.es//i/e304d6d4b6666f1d3f73cf093a27bf993e6ca0bb.jpg
nombre;iPhone 11 Pro Max APPLE (6.5'' - 64 GB - Gris espacial)
precio;1259,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;6.5
Tecnología de la pantalla;Super Retina XDR
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;12+ 12+12MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, sensor de luz ambiental, sensor de proximidad, giroscopio, brújula digital, barómetro
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7016650
EAN;0190199381155
Marca;APPLE
Modelo;iPhone 11 Pro Max
Garantía;2 años
Color;Gris espacial
Peso;226 g
Altura;15.8
Ancho;7.8
Profundidad;0.81
RAM;6 GB
Memoria interna;64 GB
Memoria externa;Cloud
Potencia de la batería;3500 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Transformador eléctrico, cable Lightning, Apple EarPods con conector Lightning
Más información;IP68 - hasta 2m por 30min
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-pro-max-apple-6-5-64-gb-gris-espacial-7016650
#
imagen;https://www.worten.es//i/eca05c120084feeb24b8279de58e6e1628afe833.jpg
nombre;Smartphone ALCATEL 1S 2019 (5.5'' - 4 GB - 64 GB - Azul)
precio;129,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;SC9863A
Núcleos;Octa-Core
Velocidad del procesador;4x1.6GHz+4x1.2GHz
Tarjetas;SIM1 + SIM2 + SD
Radio;Sí
Diagonal de la pantalla;5.5
Tecnología de la pantalla;IPS
Resolución de la pantalla;HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;13 + 2 MP
Resolución de la cámara frontal;5 MP
Flash integrado;Sí
Grabación de vídeo;1080P@30fps
Sensores;Acelerómetro, sensor de proximidad, sensor de luz
Sensor de huellas dactilares;Sí
Inteligencia artificial;No
Reconocimiento facial;Sí
Referencia;6956851
EAN;4894461808635
Marca;ALCATEL
Modelo;1S 2019
Garantía;2 años
Color;Azul
Peso;146 g
Altura;147.8
Ancho;70.7
Profundidad;8.6
RAM;4 GB
Memoria interna;64 GB
Memoria externa;hasta 128 GB
Potencia de la batería;3000 mAh
Entrada del cargador;MicroUSB
Contenido extra incluido en la caja;Cargador
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-alcatel-1s-2019-5-5-4-gb-64-gb-azul-6956851
#
imagen;https://www.worten.es//i/60c5bcc20e8c90ab4ea6c6c2fa42bb91db3af38b.jpg
nombre;Smartphone SAMSUNG Galaxy Note 10+ (6.8'' - 12 GB - 512 GB - Gris)
precio;1009,00
Sistema operativo;Android
Versión del sistema operativo;9.0
Procesador;Exynos 9825
Núcleos;Octa-Core
Velocidad del procesador;4x2.7+2x2.4+2x1.9GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;6.8
Tecnología de la pantalla;Dynamic Amoled
Resolución de la pantalla;QHD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;12+12+ 16MP
Resolución de la cámara frontal;10 MP
Flash integrado;Sí
Grabación de vídeo;Cámara Tasera: UHD (60 fps) 3840x2160, Cámara Frontal: UHD 3840x2160
Sensores;Acelerómetro, Barómetro, Giroscopio, Sensor Geo Magnético, Sensor de frecuencia cardíaca, Sensor de Proximidad, Sensor de luz RGB, Sensor ultrasónico de huella dactilar en pantalla
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;6955848
EAN;8806090059902
Marca;SAMSUNG
Modelo;Galaxy Note 10+
Garantía;2 años
Color;Gris
Peso;168 g
Altura;16.23 cm
Profundidad;0.79 cm
RAM;12 GB
Memoria interna;512 GB
Memoria externa;MicroSD
Potencia de la batería;4300 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador, Conector USB, Auriculares, S-Pen
Más información;IP68, Carga Inalámbrica Rápida 2.0 de 20W, Wireless Powershare, S-Pen Air Action,Triple cámara trasera con ultra gran angular, Sonido surround AKG, Samsung KNOX, Bixby, Samsung Dex, Sensor de profundidad de campo TOF
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-note-10-6-8-12-gb-512-gb-gris-6955848
#
imagen;https://www.worten.es//i/63dac0c064d3b18d5c0890f3ca7412af1ca6e887.jpg
nombre;Smartphone LG K50 (6.3'' - 3 GB - 32 GB - Azul)
precio;159,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;MT6762
Núcleos;Octa-Core
Velocidad del procesador;2.0 GHz
Tarjetas;SIM1 + SIM2 + SD
Radio;No
Diagonal de la pantalla;6.3
Tecnología de la pantalla;IPS
Resolución de la pantalla;HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;13 + 2MP
Resolución de la cámara frontal;13 MP
Flash integrado;Sí
Grabación de vídeo;HD+ (1520 X 720)
Sensores;NFC
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;No
Referencia;6939602
EAN;8806087039542
Marca;LG
Modelo;K50
Garantía;2 años
Color;Azul
Peso;170 g
Altura;16.1
Ancho;7.7
Profundidad;0.87
RAM;3 GB
Memoria interna;32 GB
Memoria externa;hasta 2TB
Potencia de la batería;3500 mAh
Entrada del cargador;MicroUSB
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-lg-k50-6-3-3-gb-32-gb-azul-6939602
#
imagen;https://www.worten.es//i/cbcd53e1d5b7753a9973c538ef63a3beb7ccd02c.jpg
nombre;Reacondicionado - iPhone 7 Caja abierta (4.7'' - 2 GB - 128 GB - Negro)
precio;299,99
Sistema operativo;iOS
Versión del sistema operativo;11
Procesador;A10 Fusion
Núcleos;Quad-Core
Velocidad del procesador;2.34 GHz
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;4.7
Tecnología de la pantalla;Retina
Resolución de la pantalla;HD 720p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;1
Número de cámaras frontales;1
Resolución de la cámara trasera;12 MP
Resolución de la cámara frontal;7 MP
Flash integrado;Sí
Grabación de vídeo;1080p HD
Sensores;Acelerómetro, sensor de luz ambiental, sensor de proximidad, sensor giroscópico de tres ejes, brújula digital, barómetro
Sensor de huellas dactilares;Sí
Inteligencia artificial;No
Reconocimiento facial;No
Referencia;6936142
EAN;5601988398711
Marca;APPLE
Modelo;iPhone 7
Garantía;1 año
Color;Negro
Peso;138 g
Altura;13.8
Ancho;6.71
Profundidad;0.71
RAM;2 GB
Memoria interna;128 GB
Memoria externa;Cloud
Potencia de la batería;1960 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Cargador
Más información;Caja Abierta - Artículos con señales de utilización visibles poco significativas
url;https://www.worten.es/productos/moviles-smartphones/smartphones/reacondicionado-iphone-7-caja-abierta-4-7-2-gb-128-gb-negro-6936142
#
imagen;https://www.worten.es//i/e5193ce09bd885266fcf91e770acf8e29196ba0e.jpg
nombre;Smartphone HUAWEI P Smart Z (6.59'' - 4 GB - 64 GB - Azul zafiro)
precio;199,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 710F
Núcleos;Octa-Core
Velocidad del procesador;4xA73+ 4xA53 GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;Sí
Diagonal de la pantalla;6.59
Tecnología de la pantalla;LTPS
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;16 MP + 2MP
Resolución de la cámara frontal;16 MP
Flash integrado;Sí
Sensores;nfc
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;6902216
EAN;6901443299324
Marca;HUAWEI
Modelo;P Smart Z
Garantía;2 años
Color;Azul zafiro
Peso;197g
Altura;16.3
Ancho;7.7
Profundidad;0.89
RAM;4 GB
Memoria interna;64 GB
Memoria externa;microSD 512GB
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-huawei-p-smart-z-6-59-4-gb-64-gb-azul-zafiro-6902216
#
imagen;https://www.worten.es//i/514a11aaadc59694d94e4affe940661046739b07.jpg
nombre;Smartphone SAMSUNG Galaxy S10 (6.4'' - 8 GB - 128 GB - Blanco prisma)
precio;799,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Exynos9 9820
Núcleos;Octa-Core
Velocidad del procesador;"""2.7 + 2.3 + 1.9 GHz	"""
Diagonal de la pantalla;6.4
Resolución de la pantalla;QHD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;2
Resolución de la cámara trasera;16 + 12 + 12MP
Resolución de la cámara frontal;10MP + 8MP
Flash integrado;Sí
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;6891481
EAN;8801643697051
Marca;SAMSUNG
Modelo;Galaxy S10+
Garantía;2 años
Color;Blanco Prisma
Peso;175 g
Altura;15.8
Ancho;7.4
Profundidad;0.78
RAM;8 GB
Memoria interna;128 GB
Memoria externa;hasta 512GB
Potencia de la batería;4100 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-s10-6-4-8-gb-128-gb-blanco-prisma-6891481
#
imagen;https://www.worten.es//i/7795b0d8a9bcfe17b7836a0673a5d2023f73f445.jpg
nombre;Teléfono móvil WIKO Lubi 5 Plus (1.8'' - 2G - Negro)
precio;14,99
Dual SIM;Sí
Memoria interna;300 contactos
Teclado QWERTY;No
Grabación de vídeo;Sí
Bluetooth;Sí
Función GPS;No
Conexión de red inalámbrica;No
Tipo de red;2G
MMS;No
Reproductor MP3;Sí
Radio;Sí
Videollamada;No
Referencia;6865477
EAN;6943279419019
Marca;WIKO
Modelo;Lubi 5 Plus
Garantía;2 años
Color;Negro
Peso;66.2 g
Altura;11.2
Ancho;4.8
Profundidad;0.13
Autonomía en espera;190h
Autonomía en conversación;7h
Pantalla en color;Sí
Diagonal de la pantalla;1.8
Pantalla táctil;No
url;https://www.worten.es/productos/moviles-smartphones/smartphones/telefono-movil-wiko-lubi-5-plus-1-8-2g-negro-6865477
##
imagen;https://www.worten.es//i/df4c8dfd4139beebe73438f00b3cda3513dc13ad.jpg
nombre;Smartphone HUAWEI P30 Pro (6.47'' - 8 GB - 128 GB - Amber)
precio;649,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 980 Duplo NPU
Núcleos;Octa-Core
Velocidad del procesador;2x2.6+2x1.92+4x1.8GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;6.47
Tecnología de la pantalla;OLED
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;40+20+8+TOF
Resolución de la cámara frontal;32 MP
Flash integrado;Sí
Grabación de vídeo;4K@30fps | 1080@60fps
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;6878844
EAN;6901443291007
Marca;HUAWEI
Modelo;P30 Pro
Garantía;2 años
Color;Amber
Peso;192 g
Altura;15.8
Ancho;7.3
Profundidad;0.8
RAM;8 GB
Memoria interna;128 GB
Memoria externa;hasta 256GB
Potencia de la batería;4200 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-huawei-p30-pro-6-47-8-gb-128-gb-amber-6878844
#
imagen;https://www.worten.es//i/9559e946c3f62e0d74ca3b4f476b35286cdae932.jpg
nombre;Smartphone HUAWEI P30 (6.1'' - 6 GB - 128 GB - Crystal)
precio;449,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 980 Duplo NPU
Núcleos;Octa-Core
Velocidad del procesador;2x2.6+2x1.92+4x1.8GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;6.1
Tecnología de la pantalla;OLED
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;40+ 16 + 8MP
Resolución de la cámara frontal;32 MP
Flash integrado;Sí
Grabación de vídeo;4K@30fps | 1080@60fps
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;6878851
EAN;6901443287994
Marca;HUAWEI
Modelo;P30
Garantía;2 años
Color;Crystal
Peso;165 g
Altura;14.1
Ancho;7.1
Profundidad;0.7
RAM;6 GB
Memoria interna;128 GB
Memoria externa;hasta 256GB
Potencia de la batería;3650 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-huawei-p30-6-1-6-gb-128-gb-crystal-6878851
#
